,Month,Year,Robusta_Kiboko_Price,FAQ_Price,Arabica_Parchment_Price,Drugar_Price,Rainfall,Temperature,Average_Relative_Humidity,Exchange_Rate,Average-Export-Price,Export_Price_Robusta,Export_Price_Arabica,Total_Export_Volume,Export_Value,Robusta_Export_Volume,Robusta_Export_Value,Arabica_Export_Volume,Arabica_Export_Value,ICO_Composite_Price,Top_Importing_Country,Top_Exporter_in_Uganda
352,May,2021,0.623608666516023,0.4895222080905198,0.8747328639763725,0.0648415554389167,0.08702022125022883,23.1,55.44,"3,552.79",1.59,1.46,2.48,494050,0.5230152938753437,429374,37523776,64676,9633094,134.78,Itally,Olam Uganda Ltd
353,June,2021,0.623608666516023,0.4895222080905198,0.8428054084465729,0.0648415554389167,-0.32392889159681515,22.7,44.29,"3,540.35",1.58,1.48,2.62,618388,0.9400964579942995,565449,50248404,52939,8313857,141.03,Itally,Ugacof (U) Ltd
354,July,2021,0.623608666516023,0.6964294620641251,0.922624047271072,0.1946385233061075,-1.2223398197471693,22.4,36.24,"3,552.31",1.66,1.59,2.97,700035,1.356080040102416,660458,63886054,39577,7046939,152.24,Italy,Ugacof (U) Ltd
355,August,2021,0.9473594441405893,0.807841060357605,1.2738260580988676,0.45423245904048914,-0.734879486720651,22.4,40.45,"3,537.04",1.79,1.71,2.54,700990,1.5448641459667851,636458,65242963,64532,9851281,160.14,Itally,Ugacof (U) Ltd
356,September,2021,0.9473594441405893,0.807841060357605,1.3536446969233666,0.45423245904048914,0.0742295200601155,22.4,43.96,"3,530.63",1.9,1.84,2.63,585576,1.2349801582398068,543279,59932844,42297,6685233,170.02,Itally,Ugacof (U) Ltd
357,October,2021,0.9473594441405893,0.8277359886242978,1.5132819745723647,0.7138263947748708,0.24540149646935924,23.7,39.03,"3,579.94",2.1,1.93,3.3,486534,1.045098470364598,426148,49469966,60386,11964762,181.57,Itally,Ugacof (U) Ltd
358,November,2021,1.0282971385467308,1.046580199557919,1.992193807519359,1.1032172983764432,-0.1318325569827585,23.4,59.72,"3,551.52",2.26,1.96,3.7,524902,1.3985198778548709,436417,51419295,88485,19669123,195.17,Itally,Ugacof (U) Ltd
359,December,2021,1.3115790689682263,1.285319338758233,2.5509242792908524,1.2979127501772294,-0.3234249174875544,23.3,57.21,"3,554.99",2.34,2.63,3.95,536889,1.5507179166912617,452588,55260077,84301,19994349,203.06,Itally,Ugacof (U) Ltd
360,January,2022,1.3115790689682263,1.5439534062252396,2.5509242792908524,1.2979127501772294,-1.061024175489734,23.2,49.74,"3,528.83",2.57,2.12,4.2,402212,1.065220807229986,315265,40069758,86947,21913631,204.29,Itally,Ideal Quality
361,February,2022,1.190172527359014,1.4444787648917754,2.391287001641854,1.038318814442848,0.4452312733642902,24.1,50.4,"3,514.51",2.68,2.17,4.51,448957,1.4380328302450878,351944,45902734,97013,26266003,210.89,Itally,Ugacof (U) Ltd
362,March,2022,1.0282971385467308,1.3648990518250042,2.072012446343858,1.038318814442848,-0.4684347085190009,24.5,59.47,"3,589.84",2.82,2.26,4.52,478023,1.7607219414318585,360229,48941601,117794,32047411,194.78,Itally,Ugacof (U) Ltd
363,April,2022,1.0282971385467308,1.3648990518250042,2.072012446343858,1.038318814442848,1.267421911843698,24.3,64.0,"3,541.46",2.9,2.26,4.29,407762,1.3897392217681557,277244,37237212,130518,33610626,198.37,Itally,Kawacom (U) Ltd
364,May,2022,0.9068905969375185,1.3251091952916185,2.072012446343858,1.038318814442848,0.4839254352557891,23.3,51.25,"3,633.07",2.67,2.25,4.09,455166,1.46876512654859,350312,47307162,104854,25707381,193.71,Itally,Ugacof (U) Ltd
365,June,2022,0.9068905969375185,1.3251091952916185,2.072012446343858,1.038318814442848,-1.4044466868030137,22.6,41.02,"3,747.38",2.63,2.29,4.41,530365,1.8631629291101988,444197,60976382,86168,22818322,202.46,Itally,Ugacof (U) Ltd
366,July,2022,0.623608666516023,1.245529482224847,2.072012446343858,1.038318814442848,-1.1985905114817843,22.3,31.08,"3,791.59",2.41,2.46,4.14,576468,1.8532846910126441,528235,71530971,48233,11990679,190.82,Itally,Ugacof (U) Ltd
367,August,2022,0.98782829134366,1.5638483344919323,2.391287001641854,1.2979127501772294,-0.14877363319031306,23.0,30.68,"3,832.45",2.37,2.2,4.05,501054,1.4007150418765497,456271,60257882,44783,10894327,200.11,Itally,Ugacof (U) Ltd
368,September,2022,0.98782829134366,1.5638483344919323,2.391287001641854,1.2979127501772294,0.6654760442573481,22.6,47.7,"3,825.33",2.36,2.23,3.8,503695,1.403276066568508,464118,62193902,39577,9030929,199.63,Itally,Ugacof (U) Ltd
369,October,2022,0.9068905969375185,1.3648990518250042,2.072012446343858,1.038318814442848,-0.4469594823573278,23.9,53.1,"3,822.27",2.45,2.23,3.94,457244,1.2525414704132363,398592,53248899,58652,13850603,178.54,Itally,Ugacof (U) Ltd
370,November,2022,0.7450152081252354,1.3052142670249256,1.752737891045862,0.7787248787084662,1.9695993361012472,23.0,67.28,"3,760.23",2.39,2.07,3.8,447162,1.1427832693293005,364875,45378404,82287,18760200,156.66,Itally,Ugacof (U) Ltd
371,December,2022,0.7854840553283061,1.2057396256914614,1.752737891045862,0.7787248787084662,1.4973836808701215,23.0,54.86,"3,690.86",2.37,2.04,3.62,418829,0.24422946312214716,331476,40551740,87353,18986350,157.19,Itally,Ugacof (U) Ltd
372,January,2023,0.5831398193129522,1.1062649843579975,1.4334633357478657,0.5191309429740846,-1.372092222750656,23.4,59.03,"3,693.61",2.27,2.0,3.62,494226,1.261687987170231,412282,49567361,81944,1783581,156.95,Itally,Ugacof (U) Ltd
373,February,2023,0.7854840553283061,1.3251091952916185,1.5931006133968637,0.6489279108412753,-0.924176474236905,24.4,53.59,"3,685.72",2.3,2.0,3.37,478646,1.2133943786932992,373559,44751116,105087,21274878,174.77,Itally,Kawacom (U) Ltd
374,March,2023,0.8259529025313769,1.4444787648917754,1.5452094301021644,0.58402942690768,1.8987316826784424,23.2,56.61,"3,744.52",2.44,2.1,3.47,365613,1.4149836080174614,365613,46099324,122184,25443744,170.03,Itally,Ugacof (U) Ltd
375,April,2023,1.1497036801559433,1.5638483344919323,1.6409917966915633,0.6619076076279945,2.1389791051165954,22.9,65.75,"3,745.82",2.68,2.2,3.52,373610,0.9924145338443089,238636,31495658,134974,38494406,178.57,Itally,Ugacof (U) Ltd
376,May,2023,1.8376740826081464,1.8423773302256319,1.0343701416253706,0.7138263947748708,-0.5336997599255666,22.5,50.7,"3,729.55",2.68,2.32,3.68,453169,1.4779116433055846,328151,45627901,125018,27631317,175.48,Itally,Ugacof (U) Ltd
377,June,2023,2.242362554638854,2.04132661289256,2.072012446343858,1.1032172983764432,-0.3096033601648623,22.1,36.97,"3,707.79",2.68,2.51,3.75,563832,2.1108506028896135,489597,73879133,74235,16683221,171.25,Itally,Ugacof (U) Ltd
378,July,2023,2.0400183186235004,1.941851971559096,1.992193807519359,0.9734203305092524,-1.319827008314303,22.0,31.32,"3,661.23",2.27,2.63,3.5,645832,2.638787550103344,586871,92589878,58961,12397949,158.88,Itally,Ugacof (U) Ltd
379,August,2023,2.0400183186235004,1.941851971559096,1.992193807519359,0.9734203305092524,-1.202089088968077,21.6,30.91,"3,689.12",2.73,2.69,3.14,743517,3.2479455661191876,689261,111414543,54256,10222891,154.53,Itally,Ugacof (U) Ltd
380,September,2023,2.0400183186235004,1.9020621150257104,1.672919252221363,0.7138263947748708,0.34981846379126336,22.6,34.08,"3,738.02",2.73,2.73,3.11,577073,2.2509752396067713,543361,88090937,33712,6294174,153.13,Itally,Ugacof (U) Ltd
381,October,2023,1.9590806242173586,1.8025874736922463,1.672919252221363,0.7138263947748708,0.6080189532285608,23.6,49.52,"3,755.63",2.73,2.72,3.36,470080,1.6849887826839431,410113,66865376,59967,12097008,151.94,Itally,Kyagalanyi Coffee Ltd
382,November,2023,1.8376740826081464,1.941851971559096,1.752737891045862,0.7787248787084662,3.4791554111136214,24.2,60.43,"3,782.03",2.77,2.62,3.36,425526,1.3835195903733999,338329,53116779,87197,17565685,161.53,Itally,Kyagalanyi Coffee Ltd
383,December,2023,2.080487165826571,2.2402758955594884,1.992193807519359,0.9734203305092524,-0.1503717970768991,24.2,54.27,"3,780.66",2.74,2.61,3.39,401336,1.2101016326607812,337026,52843493,64310,13096376,175.73,Itally,Louis Dreyfus Company
384,January,2024,2.242362554638854,2.638174460893345,2.072012446343858,1.1032172983764432,0.367607132818938,23.8,54.71,"3,805.03",2.96,2.82,3.71,481586,1.9282861284200001,403508,68167263,78078,17399152,176.41,Itally,Ugacof (U) Ltd
385,February,2024,3.0517394987002695,2.9365983848937374,2.391287001641854,1.2979127501772294,-0.11463545114750497,25.3,53.83,"3,873.59",3.17,3.07,3.75,434582,1.818162066665785,372407,68583029,62175,13981373,176.41,Itally,Olam Uganda Ltd
386,March,2024,2.9303329570910575,3.0360730262272013,2.391287001641854,1.2979127501772294,-0.6875825945860206,25.5,64.07,"3,895.78",3.27,3.13,3.67,329686,1.1661983522272068,244975,46011274,84711,18723744,176.41,Itally,Kyagalanyi (U) Ltd
387,April,2024,3.4564279707309775,3.6329208742279864,2.7903801957643495,1.6224051698452064,1.4072828123096763,24.3,64.7,"3,822.69",3.62,3.53,3.85,390977,1.900114856808457,290037,61489234,100940,23314795,176.41,Itally,Olam Uganda Ltd
388,May,2024,3.173146040309482,2.9365983848937374,2.391287001641854,1.2979127501772294,-1.1221317099997705,21.6,64.04,"3,791.40",3.83,3.8,4.05,553529,3.455022705497546,437693,107916091,79836,19384753,176.41,Itally,Ugacof (U) Ltd
389,June,2024,3.375490276324836,3.6329208742279864,2.7903801957643495,1.5575066859116111,-1.1816584636874172,22.5,68.36,"3,747.19",4.06,4.07,3.94,667037,4.737730215498474,614486,149949090,52551,12415084,176.41,Itally,Ugacof (U) Ltd
390,July,2024,3.57783451234019,3.533446232894522,2.7903801957643495,1.4277097180444203,-0.13168971940098947,22.8,62.65,"3,705.85",4.27,4.27,4.23,821593,6.498251760884802,722444,197997569,49149,12481044,176.41,Itally,Ugacof (U) Ltd
391,August,2024,3.8611164427616855,3.7323955155614503,2.7903801957643495,1.5575066859116111,-0.5251943209409609,23.0,56.56,"3,723.65",4.41,4.42,4.3,837915,6.906186408246763,785667,208138678,52248,13494978,176.41,Itally,Ugacof (U) Ltd
392,September,2024,4.265804914792393,3.8318701568949147,2.7903801957643495,1.5575066859116111,-0.6359903338132102,23.0,62.16,"3,711.31",4.53,4.53,4.53,532212,4.091986132454653,504576,137195402,27636,7512674,176.41,Itally,Olam Uganda Ltd
393,October,2024,4.063460678777039,3.7323955155614503,2.7105615569398505,1.5575066859116111,0.4097644323061588,23.1,76.18,"3,667.93",4.66,4.64,4.96,496820,3.8845431324060136,457853,127457821,38967,11589391,176.41,Itally,Ugacof (U) Ltd
394,November,2024,4.063460678777039,3.7323955155614503,2.7105615569398505,1.5575066859116111,2.712885685896805,23.3,74.96,"3,678.65",4.53,4.64,4.99,400536,2.78220493285302,342982,91662754,57554,17248140,176.41,Itally,Ugacof (U) Ltd
395,December,2024,4.063460678777039,3.7323955155614503,2.7105615569398505,1.5575066859116111,-0.5788342797256231,23.2,64.41,"3,664.08",4.64,4.55,5.33,413079,2.96952559603627,365853,99910582,47226,15115114,176.41,Itally,Ugacof (U) Ltd
396,January,2025,4.468149150807747,3.9313447982283787,2.9500174734133475,1.9468975895131835,-0.9332047526717598,24.5,58.74,"3,688.96",4.47,4.65,5.4,550341,4.52333586271452,485999,135665270,64342,20834040,310.12,Itally,Ugacof (U) Ltd
397,February,2025,5.075181858853809,4.92609121156302,3.3491106675358426,2.011796073446779,-1.5261053630163652,23.6,50.24,"3,677.71",5.03,4.83,5.06,555756,4.936026698790118,466691,135316273,89065,32358897,354.32,Itally,Ugacof (U) Ltd
